Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-03-2020,,,,,,,,
Gegevens beschikbaar:,15-03-2012,tot:,13-06-2019,,,,,,,,
Datum: ,18-03-2020,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B17E2225,004,,244995,547542,1823,23-01-2012,23-01-2012,13-06-2019,1871,48,-1929,-2129


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B17E2225,004,21-12-2012,304,256,1567,,,,,,
B17E2225,004,22-12-2012,303,255,1568,,,,,,
B17E2225,004,23-12-2012,300,252,1571,,,,,,
B17E2225,004,24-12-2012,297,249,1574,,,,,,
B17E2225,004,25-12-2012,293,245,1578,,,,,,
B17E2225,004,26-12-2012,291,243,1580,,,,,,
B17E2225,004,27-12-2012,288,240,1583,,,,,,
B17E2225,004,28-12-2012,288,240,1583,,,,,,
B17E2225,004,29-12-2012,286,238,1585,,,,,,
B17E2225,004,30-12-2012,285,237,1586,,,,,,
B17E2225,004,31-12-2012,285,237,1586,,,,,,
B17E2225,004,01-01-2013,283,235,1588,,,,,,
B17E2225,004,02-01-2013,282,234,1589,,,,,,
B17E2225,004,03-01-2013,282,234,1589,,,,,,
B17E2225,004,04-01-2013,282,234,1589,,,,,,
B17E2225,004,05-01-2013,282,234,1589,,,,,,
B17E2225,004,06-01-2013,281,233,1590,,,,,,
B17E2225,004,07-01-2013,281,233,1590,,,,,,
B17E2225,004,08-01-2013,281,233,1590,,,,,,
B17E2225,004,09-01-2013,281,233,1590,,,,,,
B17E2225,004,10-01-2013,278,230,1593,,,,,,
B17E2225,004,11-01-2013,277,229,1594,,,,,,
B17E2225,004,12-01-2013,277,229,1594,,,,,,
B17E2225,004,13-01-2013,277,229,1594,,,,,,
B17E2225,004,14-01-2013,277,229,1594,,,,,,
B17E2225,004,15-01-2013,277,229,1594,,,,,,
B17E2225,004,16-01-2013,279,231,1592,,,,,,
B17E2225,004,17-01-2013,281,233,1590,,,,,,
B17E2225,004,18-01-2013,281,233,1590,,,,,,
B17E2225,004,19-01-2013,281,233,1590,,,,,,
B17E2225,004,20-01-2013,281,233,1590,,,,,,
B17E2225,004,21-01-2013,282,234,1589,,,,,,
B17E2225,004,22-01-2013,283,235,1588,,,,,,
B17E2225,004,23-01-2013,284,236,1587,,,,,,
B17E2225,004,24-01-2013,285,237,1586,,,,,,
B17E2225,004,25-01-2013,286,238,1585,,,,,,
B17E2225,004,26-01-2013,285,237,1586,,,,,,
B17E2225,004,27-01-2013,286,238,1585,,,,,,
B17E2225,004,28-01-2013,286,238,1585,,,,,,
B17E2225,004,29-01-2013,284,236,1587,,,,,,
B17E2225,004,30-01-2013,280,232,1591,,,,,,
B17E2225,004,31-01-2013,277,229,1594,,,,,,
B17E2225,004,01-02-2013,273,225,1598,,,,,,
B17E2225,004,02-02-2013,271,223,1600,,,,,,
B17E2225,004,03-02-2013,271,223,1600,,,,,,
B17E2225,004,04-02-2013,269,221,1602,,,,,,
B17E2225,004,05-02-2013,266,218,1605,,,,,,
B17E2225,004,06-02-2013,264,216,1607,,,,,,
B17E2225,004,07-02-2013,264,216,1607,,,,,,
B17E2225,004,08-02-2013,263,215,1608,,,,,,
B17E2225,004,09-02-2013,263,215,1608,,,,,,
B17E2225,004,10-02-2013,263,215,1608,,,,,,
B17E2225,004,11-02-2013,262,214,1609,,,,,,
B17E2225,004,12-02-2013,264,216,1607,,,,,,
B17E2225,004,13-02-2013,266,218,1605,,,,,,
B17E2225,004,14-02-2013,265,217,1606,,,,,,
B17E2225,004,15-02-2013,265,217,1606,,,,,,
B17E2225,004,16-02-2013,266,218,1605,,,,,,
B17E2225,004,17-02-2013,266,218,1605,,,,,,
B17E2225,004,18-02-2013,266,218,1605,,,,,,
B17E2225,004,19-02-2013,266,218,1605,,,,,,
B17E2225,004,20-02-2013,267,219,1604,,,,,,
B17E2225,004,21-02-2013,267,219,1604,,,,,,
